"Professor","Course","Semester","AcademicYear","StudentName","EvaluationScore"
"Lee","Statistics","Fall",2019,"Dannye Gludor",73.15254886
"Peter","General Biology","Spring",2019,"Dannye Gludor",72.38942592
"Sue","Commercial Law","Fall",2019,"Dannye Gludor",73.47930591
"Tim","Accounting","Spring",2019,"Dannye Gludor",80.80372545
"Tim","Investment","Fall",2019,"Dannye Gludor",83.69970425
"Tony","Modern History","Fall",2019,"Dannye Gludor",79.1481454
"Wang","Data Visualization","Spring",2019,"Dannye Gludor",67.9477378
"Cindy","Financial Modeling","Spring",4045,"Danya Khidr",138.0875091
"Jill","Environmental Ethics","Fall",2021,"Danya Khidr",78.06613585
"Jimmy","Counseling Psychology","Fall",2021,"Danya Khidr",72.82944478
"Lee","Python2","Fall",2021,"Danya Khidr",73.62802449
"Peter","General Biology","Spring",2021,"Danya Khidr",73.19788219
"Tony","Modern History","Spring",2021,"Danya Khidr",68.21717758
"Jill","Environmental Ethics","Fall",2019,"Daphna Bushnell",83.86911626
"Sue","Commercial Law","Spring",2019,"Daphna Bushnell",76.93919989
"Tony","Modern History","Spring",2021,"Daren Zeplin",78.06187928
"Cindy","Accounting","Spring",4045,"Darla Forcer",141.12609558
"Fiona","Financial Modeling","Fall",2021,"Darla Forcer",80.99087149
"Jill","Environmental Ethics","Spring",2021,"Darla Forcer",83.13272567
"Jimmy","Counseling Psychology","Fall",2021,"Darla Forcer",71.60044374
"Peter","General Biology","Fall",2021,"Darla Forcer",67.50489049
"Tina","Big Data","Fall",2021,"Darla Forcer",65.21873077
"Tony","Modern History","Fall",2021,"Darla Forcer",73.96060275
"Wang","Statistics","Fall",2021,"Darla Forcer",68.75436392
"Cindy","Accounting","Spring",4044,"Darrell Noods",134.02630392
"Fiona","Financial Modeling","Spring",2020,"Darrell Noods",76.72568653
"Jane","Urban sociology","Spring",2020,"Darrell Noods",71.30506562
"Jill","Environmental Ethics","Fall",2020,"Darrell Noods",83.56386794
"Sue","Commercial Law","Fall",2020,"Darrell Noods",74.24029669
"Wang","Statistics","Fall",2021,"Darrelle Garric",69.71119504
"Sue","Commercial Law","Fall",2021,"Daveta Bouchard",78.40571422
"Lee","Data Visualization","Spring",2021,"David Cawdell",78.28293592
"Antony","Communication","Fall",4045,"Davide Blount",162.31225702
"Cindy","Accounting","Fall",4045,"Davide Blount",149.1379731
"Fiona","Financial Modeling","Fall",2021,"Davide Blount",71.62192678
"Jack","US History","Spring",2021,"Davide Blount",75.47169838
"Jill","Environmental Ethics","Fall",2021,"Davide Blount",71.99865308
"Jimmy","Counseling Psychology","Fall",2021,"Davide Blount",84.1735103
"Peter","General Biology","Fall",2021,"Davide Blount",67.44788554
"Sue","Commercial Law","Spring",2021,"Davide Blount",74.44970771
"Tony","Modern History","Spring",2021,"Davide Blount",81.44363107
"Wang","Data Visualization","Fall",2021,"Davide Blount",68.79297796
"Wang","Statistics","Fall",2021,"Davide Blount",68.1713577
"Jill","Environmental Ethics","Fall",2021,"Davina Moy",74.81355317
"Lee","Python2","Spring",2021,"Davina Moy",81.68398326
"Cindy","Accounting","Fall",4045,"Davine Maurice",134.8842199
"Jill","Environmental Ethics","Fall",2021,"Davine Maurice",72.63698755
"Lee","Python2","Fall",2021,"Davine Maurice",81.89072768
"Wang","Data Visualization","Fall",2021,"Davine Maurice",68.4318896
"Wang","Statistics","Fall",2021,"Davine Maurice",70.90344822
"Antony","Communication","Fall",4047,"Dawna Prop",136.9250851
"Jack","Urban sociology","Spring",2023,"Dawna Prop",71.76602795
"Jimmy","Counseling Psychology","Spring",2023,"Dawna Prop",65.22864223
"Peter","General Biology","Fall",2023,"Dawna Prop",75.35964257
"Sue","Commercial Law","Spring",2023,"Dawna Prop",74.05973716
"Wang","Statistics","Fall",2023,"Dawna Prop",67.77441853
"Cindy","Accounting","Spring",4044,"Dawna Warhurst",158.27267924
"Jimmy","Counseling Psychology","Fall",2020,"Dawna Warhurst",73.86806501
"Kim","Data Visualization","Fall",2020,"Dawna Warhurst",82.889101
"Lee","Python2","Spring",2020,"Dawna Warhurst",72.98921773
"Peter","General Biology","Spring",2020,"Dawna Warhurst",68.79649655
"Sue","Commercial Law","Fall",2020,"Dawna Warhurst",72.94718575
"Tim","Investment","Spring",2020,"Dawna Warhurst",75.73508798
"Antony","Communication","Spring",4045,"Deane Bullene",150.0422695
"Sue","Commercial Law","Fall",2021,"Deane Bullene",72.14758833
"Tony","Modern History","Fall",2021,"Deane Bullene",79.26754932
"Antony","Communication","Fall",4044,"Debi Whiteley",161.93658802
"Sue","Commercial Law","Fall",2020,"Debi Whiteley",74.92178393
"Antony","Communication","Fall",4045,"Deeanne Oventon",175.3824019
"Jack","US History","Fall",2021,"Deeanne Oventon",69.34157094
"Jimmy","Counseling Psychology","Spring",2021,"Deeanne Oventon",78.92931505
"Tina","Big Data","Fall",2021,"Deeanne Oventon",81.8903973
"Wang","Statistics","Fall",2021,"Deeanne Oventon",70.17531198
"Antony","Communication","Fall",4047,"Dehlia Hurd",143.88760936
"Sue","Commercial Law","Fall",2023,"Dehlia Hurd",70.96868628
"Wang","Statistics","Fall",2023,"Dehlia Hurd",69.88796116
"Andrew","Investment","Spring",2021,"Delcine Boarleyson",83.12455117
"Antony","Communication","Spring",4045,"Delcine Boarleyson",145.67113108
"Jack","US History","Fall",2021,"Delcine Boarleyson",73.60244498
"Peter","General Biology","Spring",2021,"Delcine Boarleyson",74.81156653
"Tony","Modern History","Spring",2021,"Delcine Boarleyson",72.55698946
"Wang","Data Visualization","Fall",2021,"Delcine Boarleyson",68.145079
"Antony","Communication","Fall",4045,"Dell Boise",145.18193134
"Cindy","Accounting","Fall",4045,"Dell Boise",136.27803272
"Lee","Data Visualization","Spring",2021,"Dell Boise",76.11921064
"Lee","Python2","Spring",2021,"Dell Boise",78.86452882
"Sue","Commercial Law","Fall",2021,"Dell Boise",75.33586164
"Tina","Big Data","Fall",2021,"Dell Boise",68.67636011
"Tony","Modern History","Fall",2021,"Dell Boise",77.55101523
"Andrew","Investment","Spring",2021,"Delmore Bulmer",75.75285507
"Fiona","Financial Modeling","Fall",2021,"Delmore Bulmer",79.74628291
"Jimmy","Counseling Psychology","Spring",2021,"Delmore Bulmer",81.29178721
"Lee","Data Visualization","Spring",2021,"Delmore Bulmer",78.99395262
"Lee","Python2","Fall",2021,"Delmore Bulmer",80.01181712
"Tina","Big Data","Fall",2021,"Delmore Bulmer",81.66792257
"Antony","Communication","Fall",4047,"Dennie Swatten",181.46842884
"Jack","Urban sociology","Spring",2023,"Dennie Swatten",86.93103476
"Lee","Data Visualization","Spring",2023,"Dennie Swatten",83.16443311
"Lee","Python2","Fall",2023,"Dennie Swatten",89.94385615
"Tim","Investment","Spring",2023,"Dennie Swatten",94.43607121
"Tony","Modern History","Fall",2023,"Dennie Swatten",87.17020442
"Antony","Communication","Fall",4044,"Derick McAless",164.58237994
"Cindy","Financial Modeling","Fall",4044,"Derick McAless",144.77019232
"Jack","US History","Fall",2020,"Derick McAless",70.14597352
"Jack","Urban sociology","Fall",2020,"Derick McAless",74.93609526
"Jill","Environmental Ethics","Fall",2020,"Derick McAless",67.59111972
"Tony","Modern History","Fall",2020,"Derick McAless",72.0167006
"Jill","Environmental Ethics","Spring",2021,"Derwin Yorkston",71.21279822
"Jill","Environmental Ethics","Fall",2020,"Desdemona Whitlock",87.56712547
"Andrew","Investment","Spring",2021,"Devin Attwoull",85.32706301
"Antony","Communication","Fall",4045,"Devin Attwoull",168.02792742
"Cindy","Accounting","Spring",4045,"Devin Attwoull",150.5344289
"Fiona","Financial Modeling","Fall",4045,"Devin Attwoull",149.05752238
"Jack","US History","Fall",2021,"Devin Attwoull",70.80908261
"Jack","Urban sociology","Spring",2021,"Devin Attwoull",70.54693579
"Jill","Environmental Ethics","Spring",2021,"Devin Attwoull",78.24019387
"Jimmy","Counseling Psychology","Spring",2021,"Devin Attwoull",85.87045955
"Lee","Python2","Fall",2021,"Devin Attwoull",72.5804259
"Peter","General Biology","Fall",2021,"Devin Attwoull",65.41965719
"Sue","Commercial Law","Spring",2021,"Devin Attwoull",71.33172416
"Tina","Big Data","Fall",2021,"Devin Attwoull",68.32678035
"Wang","Statistics","Fall",2021,"Devin Attwoull",68.59047172
"Cindy","Accounting","Spring",4044,"Devlin Fairholme",153.5543629
"Cindy","Financial Modeling","Fall",4044,"Devlin Fairholme",137.47995694
"Jason","Big Data","Spring",2020,"Devlin Fairholme",73.13310751
"Jimmy","Counseling Psychology","Spring",2020,"Devlin Fairholme",80.37718169
"Kim","Data Visualization","Fall",2020,"Devlin Fairholme",86.77027386
"Lee","Statistics","Spring",2020,"Devlin Fairholme",67.91038794
"Sue","Commercial Law","Fall",2020,"Devlin Fairholme",72.73923759
"Tony","Modern History","Fall",2020,"Devlin Fairholme",75.51550702
"Cindy","Financial Modeling","Fall",4043,"Devy Shills",135.35793578
"Jimmy","Counseling Psychology","Fall",2019,"Devy Shills",81.54323846
"Kim","Data Visualization","Fall",2019,"Devy Shills",76.34123191
"Peter","General Biology","Fall",2019,"Devy Shills",69.94213719
"Tim","Accounting","Fall",2019,"Devy Shills",71.47510401
"Tim","Investment","Fall",2019,"Devy Shills",70.21663341
"Tony","Modern History","Spring",2019,"Devy Shills",69.51876166
"Wang","Statistics","Spring",2019,"Devy Shills",68.63687736
"Antony","Communication","Fall",4045,"Dewie Bischop",170.9222925
"Cindy","Accounting","Spring",4045,"Dewie Bischop",145.71152344
"Cindy","Financial Modeling","Spring",4045,"Dewie Bischop",134.61599762
"Jill","Environmental Ethics","Spring",2021,"Dewie Bischop",78.6955745
"Jimmy","Counseling Psychology","Spring",2021,"Dewie Bischop",72.42212215
"Lee","Python2","Spring",2021,"Dewie Bischop",67.21479304
"Peter","General Biology","Fall",2021,"Dewie Bischop",67.73200316
"Andrew","Investment","Spring",2021,"Dilan Bonnesen",72.58170848
"Antony","Communication","Fall",4045,"Dilan Bonnesen",167.70274906
"Cindy","Accounting","Spring",4045,"Dilan Bonnesen",142.68564976
"Jill","Environmental Ethics","Spring",2021,"Dilan Bonnesen",88.52666285
"Jimmy","Counseling Psychology","Spring",2021,"Dilan Bonnesen",78.35616582
"Lee","Python2","Spring",2021,"Dilan Bonnesen",74.97752356
"Peter","General Biology","Spring",2021,"Dilan Bonnesen",73.2389049
"Sue","Commercial Law","Fall",2021,"Dilan Bonnesen",76.97018142
"Wang","Statistics","Spring",2021,"Dilan Bonnesen",69.41370005
"Kim","Data Visualization","Fall",2020,"Dimitry Rodrigues",67.40949571
"Lee","Statistics","Fall",2020,"Dimitry Rodrigues",74.66107202
"Jack","Urban sociology","Fall",2019,"Dionisio Hemshall",69.32761286
"Jill","Environmental Ethics","Spring",2019,"Dionisio Hemshall",70.92297441
"Peter","General Biology","Fall",2019,"Dionisio Hemshall",68.39677084
"Tony","Modern History","Spring",2019,"Dionisio Hemshall",77.38567021
"Peter","General Biology","Fall",2023,"Dode Balser",76.69497231
"Antony","Communication","Fall",4043,"Dolf Belitz",133.327336
"Jason","Big Data","Fall",2019,"Dolf Belitz",83.83644636
"Jimmy","Counseling Psychology","Fall",2019,"Dolf Belitz",74.35234646
"Tim","Accounting","Spring",2019,"Dolf Belitz",75.62844143
"Andrew","Investment","Fall",2022,"Doll Beernt",78.74576953
"Jimmy","Counseling Psychology","Fall",2022,"Doll Beernt",81.09086492
"Kim","Python2","Spring",2022,"Doll Beernt",79.88826381
"Lee","Data Visualization","Fall",2022,"Doll Beernt",72.83152099
"Andrew","Investment","Fall",2020,"Dolly Ledner",87.36618803
"Jill","Environmental Ethics","Spring",2020,"Dolly Ledner",80.2233084
"Lee","Data Visualization","Spring",2020,"Dolly Ledner",84.21814039
"Peter","General Biology","Spring",2020,"Dolly Ledner",81.25598103
"Cindy","Financial Modeling","Fall",4044,"Domingo Capner",134.889002
"Jason","Big Data","Fall",2020,"Domingo Capner",69.15355598
"Jimmy","Counseling Psychology","Fall",2020,"Domingo Capner",68.68488731
"Lee","Python2","Spring",2020,"Domingo Capner",78.22072603
"Tony","Modern History","Fall",2020,"Domingo Capner",80.61231747
"Cindy","Accounting","Fall",4044,"Dominick McClements",141.91382478
"Jack","US History","Fall",2020,"Dominick McClements",74.94249433
"Jill","Environmental Ethics","Spring",2020,"Dominick McClements",78.75432121
"Jimmy","Counseling Psychology","Spring",2020,"Dominick McClements",82.0472705
"Fiona","Financial Modeling","Fall",2023,"Dominique Sapson",72.85689597
"Jill","Environmental Ethics","Fall",2023,"Dominique Sapson",67.14521644
"Jimmy","Counseling Psychology","Fall",2023,"Dominique Sapson",84.18057426
"Lee","Data Visualization","Fall",2023,"Dominique Sapson",76.32468847
"Lee","Statistics","Spring",2023,"Dominique Sapson",79.14683774
"Tina","Big Data","Spring",2023,"Dominique Sapson",77.27069148
"Tony","Modern History","Fall",2023,"Dominique Sapson",70.04013619
"Antony","Communication","Spring",4044,"Donal Crewdson",158.5876647
"Cindy","Accounting","Fall",4044,"Donal Crewdson",135.69589544
"Jimmy","Counseling Psychology","Fall",2020,"Donal Crewdson",79.84111463
"Kim","Data Visualization","Fall",2020,"Donal Crewdson",71.61344855
"Lee","Python2","Spring",2020,"Donal Crewdson",68.65545766
"Lee","Statistics","Fall",2020,"Donal Crewdson",78.51526802
"Sue","Commercial Law","Fall",2020,"Donal Crewdson",73.59039308
"Jimmy","Counseling Psychology","Fall",2023,"Donall Caunce",74.11973991
"Lee","Data Visualization","Fall",2023,"Donall Caunce",69.39031455
"Wang","Statistics","Fall",2023,"Donall Caunce",69.36489794
"Jack","Urban sociology","Spring",2019,"Donny Drains",70.27325393
"Jimmy","Counseling Psychology","Fall",2019,"Donny Drains",84.83721158
"Kim","Python2","Fall",2019,"Donny Drains",76.73754472
"Peter","General Biology","Spring",2019,"Donny Drains",70.74978638
"Sue","Commercial Law","Spring",2019,"Donny Drains",68.12841475
"Tony","Modern History","Fall",2019,"Donny Drains",80.34347146
"Antony","Communication","Spring",4043,"Donny Duggon",157.86166202
"Jimmy","Counseling Psychology","Fall",2019,"Donny Duggon",75.88540437
"Kim","Data Visualization","Fall",2019,"Donny Duggon",75.22604715
"Sue","Commercial Law","Fall",2019,"Donny Duggon",78.51720091
"Tim","Accounting","Fall",2019,"Donny Duggon",78.79614397
"Tony","Modern History","Fall",2019,"Donny Duggon",74.11520878
"Wang","Statistics","Spring",2019,"Donny Duggon",69.5402478
"Antony","Communication","Spring",4045,"Doria Trillow",150.25396498
"Cindy","Accounting","Spring",4045,"Doria Trillow",144.82023368
"Cindy","Financial Modeling","Spring",4045,"Doria Trillow",145.87117648
"Jack","US History","Fall",2021,"Doria Trillow",75.9357421
"Jason","Big Data","Spring",2021,"Doria Trillow",75.42933403
"Jill","Environmental Ethics","Fall",2021,"Doria Trillow",78.64522193
"Jimmy","Counseling Psychology","Fall",2021,"Doria Trillow",75.71944603
"Sue","Commercial Law","Fall",2021,"Doria Trillow",71.61945295
"Tim","Investment","Fall",2021,"Doria Trillow",80.90103994
"Tony","Modern History","Spring",2021,"Doria Trillow",69.232459
"Wang","Data Visualization","Fall",2021,"Doria Trillow",67.10291948
"Wang","Statistics","Fall",2021,"Doria Trillow",67.17805188
"Antony","Communication","Spring",4043,"Dorian Chafer",156.12056836
"Jill","Environmental Ethics","Fall",2019,"Dorian Chafer",68.09969968
"Kim","Python2","Spring",2019,"Dorian Chafer",81.00202268
"Sue","Commercial Law","Fall",2019,"Dorian Chafer",77.2669696
"Tim","Accounting","Spring",2019,"Dorian Chafer",74.08434853
"Tim","Investment","Fall",2019,"Dorian Chafer",70.33997129
"Wang","Statistics","Spring",2019,"Dorian Chafer",69.8367856
"Jack","US History","Fall",2019,"Dorie Jickles",69.33097541
"Jason","Big Data","Fall",2019,"Dorie Jickles",69.29506824
"Jimmy","Counseling Psychology","Spring",2019,"Dorie Jickles",67.61783243
"Kim","Data Visualization","Fall",2019,"Dorie Jickles",83.07764477
"Peter","General Biology","Spring",2019,"Dorie Jickles",68.97757206
"Tim","Investment","Fall",2019,"Dorie Jickles",75.77542734
"Andrew","Investment","Fall",2020,"Dorie Le Noire",75.77982846
"Jason","Big Data","Fall",2020,"Dorie Le Noire",75.8076086
"Jimmy","Counseling Psychology","Fall",2020,"Dorie Le Noire",66.4086893
"Lee","Statistics","Fall",2020,"Dorie Le Noire",69.94124974
"Tony","Modern History","Fall",2020,"Dorie Le Noire",74.63568914
"Antony","Communication","Spring",4045,"Dorita Sprull",172.77256064
"Cindy","Accounting","Spring",4045,"Dorita Sprull",145.37909072
"Cindy","Financial Modeling","Spring",4045,"Dorita Sprull",144.09729338
"Jack","Urban sociology","Spring",2021,"Dorita Sprull",74.83354372
"Jimmy","Counseling Psychology","Fall",2021,"Dorita Sprull",69.88356198
"Lee","Python2","Fall",2021,"Dorita Sprull",78.28319959
"Peter","General Biology","Fall",2021,"Dorita Sprull",79.80715039
"Sue","Commercial Law","Spring",2021,"Dorita Sprull",77.93347266
"Tim","Investment","Fall",2021,"Dorita Sprull",78.11523279
"Tina","Big Data","Fall",2021,"Dorita Sprull",73.86073054
"Tony","Modern History","Fall",2021,"Dorita Sprull",76.99844648
"Cindy","Accounting","Spring",4045,"Dorolice Hedworth",147.12023786
"Fiona","Financial Modeling","Fall",2021,"Dorolice Hedworth",80.46428881
"Jill","Environmental Ethics","Fall",2021,"Dorolice Hedworth",86.49274193
"Jimmy","Counseling Psychology","Fall",2021,"Dorolice Hedworth",69.54857669
"Peter","General Biology","Spring",2021,"Dorolice Hedworth",71.0453983
"Sue","Commercial Law","Fall",2021,"Dorolice Hedworth",69.8029553
"Tim","Investment","Fall",2021,"Dorolice Hedworth",80.17811881
"Wang","Data Visualization","Fall",2021,"Dorolice Hedworth",67.10284373
"Wang","Statistics","Fall",2021,"Dorolice Hedworth",68.79482904
"Cindy","Accounting","Fall",4047,"Dottie Hanwell",134.20846858
"Jack","Urban sociology","Spring",2023,"Dottie Hanwell",75.48340213
"Peter","General Biology","Spring",2023,"Dottie Hanwell",80.87730232
"Sue","Commercial Law","Fall",2023,"Dottie Hanwell",78.99926586
"Tim","Investment","Fall",2023,"Dottie Hanwell",69.55679165
"Antony","Communication","Fall",4043,"Douglas Cotta",143.93267136
"Cindy","Financial Modeling","Fall",4043,"Douglas Cotta",143.91008532
"Jane","US History","Spring",2019,"Douglas Cotta",74.03248588
"Jill","Environmental Ethics","Fall",2019,"Douglas Cotta",78.08548543
"Jimmy","Counseling Psychology","Spring",2019,"Douglas Cotta",73.15261732
"Kim","Data Visualization","Fall",2019,"Douglas Cotta",84.96178448
"Kim","Python2","Spring",2019,"Douglas Cotta",79.99428483
"Lee","Statistics","Fall",2019,"Douglas Cotta",80.32912445
"Peter","General Biology","Spring",2019,"Douglas Cotta",75.68673176
